"person","name","birthdate","birthplace","deathdate","deathplace"
"http://collection.americanart.si.edu/id/person-institution/711"," Alexander Stirling Calder","1870","Philadelphia","1945","New York"
"http://collection.americanart.si.edu/id/person-institution/711"," Stirling Calder","1870","Philadelphia","1945","New York"
"http://collection.americanart.si.edu/id/person-institution/717","Bessie Stough Callender","1889","Wichita","1951","New York"
"http://collection.americanart.si.edu/id/person-institution/717"," Bessie Stough","1889","Wichita","1951","New York"
"http://collection.americanart.si.edu/id/person-institution/724","Kenneth Campbell","1913","West Medford","1986","New York"
"http://collection.americanart.si.edu/id/person-institution/7422","Gregorio Marzan","1906","Vega Baja","1997","New York"
"http://collection.americanart.si.edu/id/person-institution/7425","Daniel Pressley","1918","Wasamasaw","1971","New York"
"http://collection.americanart.si.edu/id/person-institution/743","John Carlin","1813","Philadelphia","1891","New York"
"http://collection.americanart.si.edu/id/person-institution/746","Emil Carlsen","1853","Copenhagen","1932","New York"
"http://collection.americanart.si.edu/id/person-institution/747","John F. Carlson","1874","Kolsebro","1945","New York"
"http://collection.americanart.si.edu/id/person-institution/7565","Herbert Waide Hemphill, Jr.","1929","Atlantic City","1998","New York"
"http://collection.americanart.si.edu/id/person-institution/773","Federico Castellon","1914","Almeria","1971","New York"
"http://collection.americanart.si.edu/id/person-institution/785","Albino Cavallito","1905","Cocconato","1966","New York"
"http://collection.americanart.si.edu/id/person-institution/786","Giorgio Cavallon","1904","Sorio","1989","New York"
"http://collection.americanart.si.edu/id/person-institution/840","William Merritt Chase","1849","Williamsburg","1916","New York"
"http://collection.americanart.si.edu/id/person-institution/87","Leo Amino","1911","Taiwan","1989","New York"
"http://collection.americanart.si.edu/id/person-institution/881","Frederic Edwin Church","1826","Hartford","1900","New York"
"http://collection.americanart.si.edu/id/person-institution/887","Gustave Cimiotti","1875","New York","1969","New York"
"http://collection.americanart.si.edu/id/person-institution/930","William A. Coffin","1855","Allegheny","1925","New York"
"http://collection.americanart.si.edu/id/person-institution/935","Max Arthur Cohn","1903","London","1998","New York"
"http://collection.americanart.si.edu/id/person-institution/953","Samuel Colman","1832","Portland","1920","New York"
"http://collection.americanart.si.edu/id/person-institution/995","Joseph Cornell","1903","Nyack","1972","New York"
"http://collection.americanart.si.edu/id/person-institution/1390","Wyatt Eaton","1849","Philipsburg","1896","Newport"
"http://collection.americanart.si.edu/id/person-institution/749","Jean Carlu","1900","Bonnieres-sur-Seine","1997","Nogent-sur-Marne"
"http://collection.americanart.si.edu/id/person-institution/7344","Daniel Putnam Brinley","1879","Newport","1963","Norwalk"
"http://collection.americanart.si.edu/id/person-institution/7344"," D. Putnam Brinley","1879","Newport","1963","Norwalk"
"http://collection.americanart.si.edu/id/person-institution/7344"," Daniel P. Brinley","1879","Newport","1963","Norwalk"
"http://collection.americanart.si.edu/id/person-institution/7251","Florence Resnikoff","1920","Fort Worth","2013","Oakland"
"http://collection.americanart.si.edu/id/person-institution/7251"," Florence L. Resnikoff","1920","Fort Worth","2013","Oakland"
"http://collection.americanart.si.edu/id/person-institution/7251"," Florence Lisa Resnikoff","1920","Fort Worth","2013","Oakland"
"http://collection.americanart.si.edu/id/person-institution/896","Claude Clark","1915","Rockingham","2007","Oakland"
"http://collection.americanart.si.edu/id/person-institution/805","William Chadwick","1879","England","1962","Old Lyme"
"http://collection.americanart.si.edu/id/person-institution/815","Norman S. Chamberlain","1887","Fennville","1961","Orange"
"http://collection.americanart.si.edu/id/person-institution/169","William Auerbach-Levy","1889","Brest-Litovsk","1964","Ossining"
"http://collection.americanart.si.edu/id/person-institution/169"," Levy William Auerbach","1889","Brest-Litovsk","1964","Ossining"
"http://collection.americanart.si.edu/id/person-institution/169"," William Auerbach","1889","Brest-Litovsk","1964","Ossining"
"http://collection.americanart.si.edu/id/person-institution/1320","Paul Dougherty","1877","Brooklyn","1947","Palm Springs"
"http://collection.americanart.si.edu/id/person-institution/6036","A. Phimister Proctor","1860","Bozanquit","1950","Palo Alto"
"http://collection.americanart.si.edu/id/person-institution/6036"," Alexander Phimister Proctor","1860","Bozanquit","1950","Palo Alto"
"http://collection.americanart.si.edu/id/person-institution/6036"," Phimister Proctor","1860","Bozanquit","1950","Palo Alto"
"http://collection.americanart.si.edu/id/person-institution/830","Minerva J. Chapman","1858","Altmar","1947","Palo Alto"
"http://collection.americanart.si.edu/id/person-institution/775","Eda Nemoede Casterton","1877","Brillion","1969","Palos Verdes Estates"
"http://collection.americanart.si.edu/id/person-institution/4344","Frank Edwin Scott","1863","Buffalo","1929","Paris"
"http://collection.americanart.si.edu/id/person-institution/4344"," Edwin Scott","1863","Buffalo","1929","Paris"
"http://collection.americanart.si.edu/id/person-institution/5324","Paul Welsch","1889","Strasbourg","1954","Paris"
"http://collection.americanart.si.edu/id/person-institution/6423","Jean Léon Gérôme","1824","Vesoul","1904","Paris"
"http://collection.americanart.si.edu/id/person-institution/6423"," Jean Leon Gerome","1824","Vesoul","1904","Paris"
"http://collection.americanart.si.edu/id/person-institution/7103","Daniel Dupuis","1849","Blois","1899","Paris"
"http://collection.americanart.si.edu/id/person-institution/7103"," Daniel Jean-Baptiste Dupuis","1849","Blois","1899","Paris"
"http://collection.americanart.si.edu/id/person-institution/751","Emile Auguste Carolus-Duran","1838","Lille","1917","Paris"
"http://collection.americanart.si.edu/id/person-institution/1036","Earl Stetson Crawford","1877","Philadelphia","1966","Pasadena"
"http://collection.americanart.si.edu/id/person-institution/1036"," E. S. Crawford","1877","Philadelphia","1966","Pasadena"
"http://collection.americanart.si.edu/id/person-institution/1036"," E. Stetson Crawford","1877","Philadelphia","1966","Pasadena"
"http://collection.americanart.si.edu/id/person-institution/336","Alfred Bendiner","1899","Pittsburgh","1964","Pennsylvania"
"http://collection.americanart.si.edu/id/person-institution/336"," Al Bendiner","1899","Pittsburgh","1964","Pennsylvania"
"http://collection.americanart.si.edu/id/person-institution/753","Miles Burkholder Carpenter","1889","Brownstown","1985","Petersburg"
"http://collection.americanart.si.edu/id/person-institution/7101","Anthony C. Paquet","1814","Hamburg","1882","Philadelphia"
"http://collection.americanart.si.edu/id/person-institution/3796","George Picken","1898","New York","1971","Pittsfield"
"http://collection.americanart.si.edu/id/person-institution/3796"," George Alexander Picken","1898","New York","1971","Pittsfield"
"http://collection.americanart.si.edu/id/person-institution/7402","Lee Godie","1908","Mudtown","1994","Plato Center"
"http://collection.americanart.si.edu/id/person-institution/7299","Ramon Atiles-Perez","1804","Ponce","1875","Ponce"
"http://collection.americanart.si.edu/id/person-institution/926","Charles Codman","1800","Portland","1842","Portland"
"http://collection.americanart.si.edu/id/person-institution/842","C. K. Chatterton","1880","Newburgh","1973","Poughkeepsie"
"http://collection.americanart.si.edu/id/person-institution/1001","Kate T. Cory","1861","Waukegan","1958","Prescott"
"http://collection.americanart.si.edu/id/person-institution/1001"," Kate Thompson Cory","1861","Waukegan","1958","Prescott"
"http://collection.americanart.si.edu/id/person-institution/1001"," Kate Cory","1861","Waukegan","1958","Prescott"
"http://collection.americanart.si.edu/id/person-institution/1392","Charles H. Ebert","1873","Milwaukee","1959","Preston"
"http://collection.americanart.si.edu/id/person-institution/1392"," Charles Henry Ebert","1873","Milwaukee","1959","Preston"
"http://collection.americanart.si.edu/id/person-institution/1392"," Charles Ebert","1873","Milwaukee","1959","Preston"
"http://collection.americanart.si.edu/id/person-institution/1650","John R. Frazier","1889","Stonington","1966","Providence"
"http://collection.americanart.si.edu/id/person-institution/1650"," John Robinson Frazier","1889","Stonington","1966","Providence"
"http://collection.americanart.si.edu/id/person-institution/766","August Casciano","1910","Providence","1993","Providence"
"http://collection.americanart.si.edu/id/person-institution/7167","Melvin Lindquist","1911","Kingsburg","2000","Quincy"
"http://collection.americanart.si.edu/id/person-institution/7424","Stephan W. Polaha","1891","Cleveland","1977","Reading"
"http://collection.americanart.si.edu/id/person-institution/415","Walter Biggs","1886","Elliston","1968","Roanoke"
"http://collection.americanart.si.edu/id/person-institution/105","Vera Andrus","1896","Plymouth","1979","Rockport"
"http://collection.americanart.si.edu/id/person-institution/105"," Vera Eugenia Andrus","1896","Plymouth","1979","Rockport"
"http://collection.americanart.si.edu/id/person-institution/1972","Charles P. Gruppe","1860","Picton","1940","Rockport"
"http://collection.americanart.si.edu/id/person-institution/1972"," Charles Paul Gruppe","1860","Picton","1940","Rockport"
"http://collection.americanart.si.edu/id/person-institution/1972"," C. P. Gruppe","1860","Picton","1940","Rockport"
"http://collection.americanart.si.edu/id/person-institution/3967","Richard H. Recchia","1885","Quincy","1983","Rockport"
"http://collection.americanart.si.edu/id/person-institution/3967"," Richard Henry Recchia","1885","Quincy","1983","Rockport"
"http://collection.americanart.si.edu/id/person-institution/3967"," Richard Recchia","1885","Quincy","1983","Rockport"
"http://collection.americanart.si.edu/id/person-institution/1075","James Cupoli","1907","Columbus","2002","Rockville"
"http://collection.americanart.si.edu/id/person-institution/1075"," James Vincent Cupoli","1907","Columbus","2002","Rockville"
"http://collection.americanart.si.edu/id/person-institution/1075"," James V. Cupoli","1907","Columbus","2002","Rockville"
"http://collection.americanart.si.edu/id/person-institution/1075"," Jim Cupoli","1907","Columbus","2002","Rockville"
"http://collection.americanart.si.edu/id/person-institution/967","Pierce Francis Connelly","1841","Grand Coteau","1932","Rome"
"http://collection.americanart.si.edu/id/person-institution/4201","Margery Ryerson","1886","Morristown","1989","Rye Brook"
"http://collection.americanart.si.edu/id/person-institution/4201"," Margery A. Ryerson","1886","Morristown","1989","Rye Brook"
"http://collection.americanart.si.edu/id/person-institution/4201"," Margery Austen Ryerson","1886","Morristown","1989","Rye Brook"
"http://collection.americanart.si.edu/id/person-institution/7413","Hugo Sperger","1922","Mirano","1996","Salyersville"
"http://collection.americanart.si.edu/id/person-institution/7203","Tiburcio de la Espada","1798","San Germán","1852","San Germán"
"http://collection.americanart.si.edu/id/person-institution/7194","José Campeche y Jordán","1751","San Juan","1809","San Juan"
"http://collection.americanart.si.edu/id/person-institution/7194"," Jose Campeche y Jordan","1751","San Juan","1809","San Juan"
"http://collection.americanart.si.edu/id/person-institution/7194"," José Campeche","1751","San Juan","1809","San Juan"
"http://collection.americanart.si.edu/id/person-institution/1051","Robert Cronbach","1908","St. Louis","2001","San Miguel de Allende"
"http://collection.americanart.si.edu/id/person-institution/1051"," Robert M. Cronbach","1908","St. Louis","2001","San Miguel de Allende"
"http://collection.americanart.si.edu/id/person-institution/2191","Albert Herter","1871","New York","1950","Santa Barbara"
"http://collection.americanart.si.edu/id/person-institution/5119","Theodore Van Soelen","1890","St. Paul","1964","Santa Fe"
"http://collection.americanart.si.edu/id/person-institution/7415","Frank Brito","1922","Albuquerque","2005","Santa Fe"
"http://collection.americanart.si.edu/id/person-institution/979","Howard Cook","1901","Springfield","1980","Santa Fe"
"http://collection.americanart.si.edu/id/person-institution/1602","Will Howe Foote","1874","Grand Rapids","1965","Sarasota"
"http://collection.americanart.si.edu/id/person-institution/2270","Alice Holcomb","1906","New York","1977","Sarasota"
"http://collection.americanart.si.edu/id/person-institution/2270"," Alice McCaffery Holcomb","1906","New York","1977","Sarasota"
"http://collection.americanart.si.edu/id/person-institution/991","Jon Corbino","1905","Vittoria","1964","Sarasota"
"http://collection.americanart.si.edu/id/person-institution/559","Raymond Breinin","1908","Vitebsk","2000","Scarsdale"
"http://collection.americanart.si.edu/id/person-institution/4464","Maxwell Stewart Simpson","1896","Elizabeth","1984","Scotch Plains"
"http://collection.americanart.si.edu/id/person-institution/4464"," Maxwell Simpson","1896","Elizabeth","1984","Scotch Plains"
"http://collection.americanart.si.edu/id/person-institution/1067","E. E. Cummings","1894","Cambridge","1962","Silver Lake"
"http://collection.americanart.si.edu/id/person-institution/1067"," Edward Estlin Cummings","1894","Cambridge","1962","Silver Lake"
"http://collection.americanart.si.edu/id/person-institution/1069","Willard W. Cummings","1915","Old Town","1975","Skowhegan"
"http://collection.americanart.si.edu/id/person-institution/1069"," Willard Warren Cummings","1915","Old Town","1975","Skowhegan"
"http://collection.americanart.si.edu/id/person-institution/1069"," Bill Cummings","1915","Old Town","1975","Skowhegan"
"http://collection.americanart.si.edu/id/person-institution/1069"," Willard Cummings","1915","Old Town","1975","Skowhegan"
"http://collection.americanart.si.edu/id/person-institution/3554","Robert H. Nisbet","1879","Providence","1961","South Kent"
"http://collection.americanart.si.edu/id/person-institution/3554"," Robert Hogg Nisbet","1879","Providence","1961","South Kent"
"http://collection.americanart.si.edu/id/person-institution/3554"," Robert Nisbet","1879","Providence","1961","South Kent"
"http://collection.americanart.si.edu/id/person-institution/1221","Victor de Pauw","1902","Brussels","1971","Southampton"
"http://collection.americanart.si.edu/id/person-institution/1221"," Victor De Pauw","1902","Brussels","1971","Southampton"
"http://collection.americanart.si.edu/id/person-institution/2844","Bernard Leach","1887","Hong Kong","1979","St. Ives"
"http://collection.americanart.si.edu/id/person-institution/2844"," Bernard Howell Leach","1887","Hong Kong","1979","St. Ives"
"http://collection.americanart.si.edu/id/person-institution/7132","Joel E. Whitney","1822","Phillips","1886","St. Paul"
"http://collection.americanart.si.edu/id/person-institution/7132"," Joel Emmons Whitney","1822","Phillips","1886","St. Paul"
"http://collection.americanart.si.edu/id/person-institution/7132"," J. E. Whitney","1822","Phillips","1886","St. Paul"
"http://collection.americanart.si.edu/id/person-institution/7128","Elmer Underwood","1859","Fulton County","1947","St. Petersburg"
"http://collection.americanart.si.edu/id/person-institution/2217","Howard Logan Hildebrandt","1872","Allegheny","1958","Stamford"
"http://collection.americanart.si.edu/id/person-institution/2217"," Howard L. Hildebrandt","1872","Allegheny","1958","Stamford"
"http://collection.americanart.si.edu/id/person-institution/3772","Van Dearing Perrine","1869","Garnett","1955","Stamford"
"http://collection.americanart.si.edu/id/person-institution/792","Gaetano Cecere","1894","New York","1985","Stamford"
"http://collection.americanart.si.edu/id/person-institution/7321","Norman Rockwell","1894","New York","1978","Stockbridge"
"http://collection.americanart.si.edu/id/person-institution/7321"," Norman Percevel Rockwell","1894","New York","1978","Stockbridge"
"http://collection.americanart.si.edu/id/person-institution/2836","Charles Downing Lay","1877","Newburgh","1956","Stratford"
"http://collection.americanart.si.edu/id/person-institution/2836"," Charles Lay","1877","Newburgh","1956","Stratford"
"http://collection.americanart.si.edu/id/person-institution/18328","Lamar Baker","1908","Atlanta","1994","Talbotton"
"http://collection.americanart.si.edu/id/person-institution/1040","Raymond  Creekmore","1905","Portsmouth","1984","Theodore"
"http://collection.americanart.si.edu/id/person-institution/1040"," Raymond Creekmore","1905","Portsmouth","1984","Theodore"
"http://collection.americanart.si.edu/id/person-institution/7397","William Alvin Blayney","1917","Claysville","1986","Thomas"
"http://collection.americanart.si.edu/id/person-institution/7397"," William A. Blayney","1917","Claysville","1986","Thomas"
"http://collection.americanart.si.edu/id/person-institution/7397"," William Blayney","1917","Claysville","1986","Thomas"
"http://collection.americanart.si.edu/id/person-institution/1007","John W. Cotton","1868","Toronto","1931","Toronto"
"http://collection.americanart.si.edu/id/person-institution/1007"," John Wesley Cotton","1868","Toronto","1931","Toronto"
"http://collection.americanart.si.edu/id/person-institution/1007"," John Cotton","1868","Toronto","1931","Toronto"
"http://collection.americanart.si.edu/id/person-institution/7129","Bert Underwood","1862","Oxford","1943","Tucson"
"http://collection.americanart.si.edu/id/person-institution/7129"," Bert Elias Underwood","1862","Oxford","1943","Tucson"
"http://collection.americanart.si.edu/id/person-institution/7129"," B. E. Underwood","1862","Oxford","1943","Tucson"
"http://collection.americanart.si.edu/id/person-institution/727","Vincent Canade","1879","San Giorgio Albanese","1961","United States"
"http://collection.americanart.si.edu/id/person-institution/1003","Filippo Costaggini","1839","Rome","1904","Upper Falls"
"http://collection.americanart.si.edu/id/person-institution/1003"," Filippo Costagini","1839","Rome","1904","Upper Falls"
"http://collection.americanart.si.edu/id/person-institution/1003"," Filippo Costagni","1839","Rome","1904","Upper Falls"
"http://collection.americanart.si.edu/id/person-institution/1003"," Filippo T. Costaggini","1839","Rome","1904","Upper Falls"
"http://collection.americanart.si.edu/id/person-institution/1003"," Philippo Costagini","1839","Rome","1904","Upper Falls"
"http://collection.americanart.si.edu/id/person-institution/1003"," Philippo Costagni","1839","Rome","1904","Upper Falls"
"http://collection.americanart.si.edu/id/person-institution/7461","Burlon Craig","1914","Hickory","2002","Vale"
"http://collection.americanart.si.edu/id/person-institution/1932","Stephen Greene","1917","New York","1999","Valley Cottage"
"http://collection.americanart.si.edu/id/person-institution/7426","Enrique Rendon","1923","Monero","1987","Verlarde"
"http://collection.americanart.si.edu/id/person-institution/912","Mary Louisa Adams Clement","1882","Newbury","1950","Warrenton"
"http://collection.americanart.si.edu/id/person-institution/1021","Allyn Cox","1896","New York","1982","Washington"
"http://collection.americanart.si.edu/id/person-institution/1055","Bernice Cross","1912","Iowa City","1996","Washington"
"http://collection.americanart.si.edu/id/person-institution/1055"," Bernice Francene Cross","1912","Iowa City","1996","Washington"
"http://collection.americanart.si.edu/id/person-institution/1468","Rudulph Evans","1878","Washington","1960","Washington"
"http://collection.americanart.si.edu/id/person-institution/1468"," Rudolph Evans","1878","Washington","1960","Washington"
"http://collection.americanart.si.edu/id/person-institution/3613","Eliot O'Hara","1890","Waltham","1969","Washington"
"http://collection.americanart.si.edu/id/person-institution/3963","Vinnie Ream","1847","Madison","1914","Washington"
"http://collection.americanart.si.edu/id/person-institution/3963"," Lavinia Ream","1847","Madison","1914","Washington"
"http://collection.americanart.si.edu/id/person-institution/3963"," Vinnie Ream Hoxie","1847","Madison","1914","Washington"
"http://collection.americanart.si.edu/id/person-institution/4751","Prentiss Taylor","1907","Washington","1991","Washington"
"http://collection.americanart.si.edu/id/person-institution/4751"," Prentiss Hottel Taylor","1907","Washington","1991","Washington"
"http://collection.americanart.si.edu/id/person-institution/4751"," Prentiss H. Taylor","1907","Washington","1991","Washington"
"http://collection.americanart.si.edu/id/person-institution/885","Nicolai Cikovsky","1894","Pinsk","1984","Washington"
"http://collection.americanart.si.edu/id/person-institution/108","Boris Anisfeldt","1879","Bieltsy","1973","Waterford"
"http://collection.americanart.si.edu/id/person-institution/108"," Boris Anisfeld","1879","Bieltsy","1973","Waterford"
"http://collection.americanart.si.edu/id/person-institution/108"," Boris Israelevich Anisfeld","1879","Bieltsy","1973","Waterford"
"http://collection.americanart.si.edu/id/person-institution/108"," Boris Izrailevic Anisfel'd","1879","Bieltsy","1973","Waterford"
"http://collection.americanart.si.edu/id/person-institution/1079","J. Frank Currier","1843","Boston","1909","Waverly"
"http://collection.americanart.si.edu/id/person-institution/1079"," Joseph Frank Currier","1843","Boston","1909","Waverly"
"http://collection.americanart.si.edu/id/person-institution/1079"," Frank Currier","1843","Boston","1909","Waverly"
"http://collection.americanart.si.edu/id/person-institution/2854","James Lechay","1907","New York","2001","Wellfleet"
"http://collection.americanart.si.edu/id/person-institution/937","Jim Colclough","1900","Fort Smith","1986","Westport"
"http://collection.americanart.si.edu/id/person-institution/5494","George Hand Wright","1872","Fox Chase","1951","Westport"
"http://collection.americanart.si.edu/id/person-institution/5494"," George H. Wright","1872","Fox Chase","1951","Westport"
"http://collection.americanart.si.edu/id/person-institution/5494"," George Wright","1872","Fox Chase","1951","Westport"
"http://collection.americanart.si.edu/id/person-institution/96","Karl Anderson","1874","Oxford","1956","Westport"
"http://collection.americanart.si.edu/id/person-institution/819","Thomas Chambers","1808","Whitby","1869","Whitby"
"http://collection.americanart.si.edu/id/person-institution/2735","Walt Kuhn","1877","Brooklyn","1949","White Plains"
"http://collection.americanart.si.edu/id/person-institution/2735"," William Kuhn","1877","Brooklyn","1949","White Plains"
"http://collection.americanart.si.edu/id/person-institution/2735"," Walter Francis Kuhn","1877","Brooklyn","1949","White Plains"
"http://collection.americanart.si.edu/id/person-institution/3832","Dana Pond","1881","Winchester","1962","Winchester"
"http://collection.americanart.si.edu/id/person-institution/939","Joseph Foxcroft Cole","1837","Jay","1892","Winchester"
"http://collection.americanart.si.edu/id/person-institution/1045","Richard Crist","1909","Cleveland","1985","Woodstock"
"http://collection.americanart.si.edu/id/person-institution/1045"," Richard Harrison Crist","1909","Cleveland","1985","Woodstock"
"http://collection.americanart.si.edu/id/person-institution/2375","Alfred Hutty","1877","Grand Haven","1954","Woodstock"
"http://collection.americanart.si.edu/id/person-institution/2375"," Alfred Heber Hutty","1877","Grand Haven","1954","Woodstock"
"http://collection.americanart.si.edu/id/person-institution/3171","Henry Mattson","1887","Gothenburg","1971","Woodstock"
"http://collection.americanart.si.edu/id/person-institution/3171"," Henry Elis Mattson","1887","Gothenburg","1971","Woodstock"
"http://collection.americanart.si.edu/id/person-institution/3171"," Henry E. Mattson","1887","Gothenburg","1971","Woodstock"
"http://collection.americanart.si.edu/id/person-institution/4508","Judson Smith","1880","Grand Haven","1962","Woodstock"
"http://collection.americanart.si.edu/id/person-institution/4508"," Judson De Jonge Smith","1880","Grand Haven","1962","Woodstock"
"http://collection.americanart.si.edu/id/person-institution/844","Edward Chávez","1917","Wagonmound","1995","Woodstock"
"http://collection.americanart.si.edu/id/person-institution/2568","Theodore Kautzky","1896","Budapest","1953","Yonkers"
"http://collection.americanart.si.edu/id/person-institution/2568"," Ted Kautzky","1896","Budapest","1953","Yonkers"
"http://collection.americanart.si.edu/id/person-institution/7044","Ray Allen","1930","Dickson","2000","Yuma"
"http://collection.americanart.si.edu/id/person-institution/7053","Stoney Lamar","1951","Alexandria",,
"http://collection.americanart.si.edu/id/person-institution/7291","Thomas Mann","1947","Allentown",,
"http://collection.americanart.si.edu/id/person-institution/7291"," Thomas Robert Mann","1947","Allentown",,
"http://collection.americanart.si.edu/id/person-institution/795","John Cederquist","1946","Altadena",,
"http://collection.americanart.si.edu/id/person-institution/7115","Bruce Metcalf","1949","Amherst",,
"http://collection.americanart.si.edu/id/person-institution/7115"," Bruce B. Metcalf","1949","Amherst",,
"http://collection.americanart.si.edu/id/person-institution/7250","Kathy Butterly","1963","Amityville",,
"http://collection.americanart.si.edu/id/person-institution/544","Francis Scott Bradford","1898","Appleton",,
"http://collection.americanart.si.edu/id/person-institution/544"," Francis S. Bradford","1898","Appleton",,
"http://collection.americanart.si.edu/id/person-institution/7093","Paul Dresang","1948","Appleton",,
"http://collection.americanart.si.edu/id/person-institution/7093"," Paul A. Dresang","1948","Appleton",,
"http://collection.americanart.si.edu/id/person-institution/7093"," Paul Anthony Dresang","1948","Appleton",,
"http://collection.americanart.si.edu/id/person-institution/7312","Nelda Schrupp","1952","Arcola",,
"http://collection.americanart.si.edu/id/person-institution/735","Paul Caranicas","1946","Athens",,
"http://collection.americanart.si.edu/id/person-institution/7317","Thomas P. Muir","1956","Atlanta",,
"http://collection.americanart.si.edu/id/person-institution/7317"," Thomas Muir","1956","Atlanta",,
"http://collection.americanart.si.edu/id/person-institution/7317"," Thomas Patrick Muir","1956","Atlanta",,
"http://collection.americanart.si.edu/id/person-institution/2467","Jasper Johns","1930","Augusta",,
"http://collection.americanart.si.edu/id/person-institution/7088","Joyce Scott","1948","Baltimore",,
"http://collection.americanart.si.edu/id/person-institution/7088"," Joyce J. Scott","1948","Baltimore",,
"http://collection.americanart.si.edu/id/person-institution/7235","Brad Silberberg","1953","Baltimore",,
"http://collection.americanart.si.edu/id/person-institution/7259","Susan Stinsmuehlen-Amend","1948","Baltimore",,
"http://collection.americanart.si.edu/id/person-institution/7314","Jerry Ingram","1941","Battiest",,
"http://collection.americanart.si.edu/id/person-institution/7493","Todd Hoyer","1952","Beaver Dam",,
"http://collection.americanart.si.edu/id/person-institution/7092","Kent Raible","1955","Berkeley",,
"http://collection.americanart.si.edu/id/person-institution/7110","Christina Y. Smith","1951","Berkeley",,
"http://collection.americanart.si.edu/id/person-institution/7110"," Christina Smith","1951","Berkeley",,
"http://collection.americanart.si.edu/id/person-institution/7110"," Christina Yvonne Smith","1951","Berkeley",,
"http://collection.americanart.si.edu/id/person-institution/7488","Florence Riggs","1962","Beryl",,
"http://collection.americanart.si.edu/id/person-institution/7262","Lisa Gralnick","1956","Bethpage",,
"http://collection.americanart.si.edu/id/person-institution/7049","J. Paul Fennell","1938","Beverly",,
"http://collection.americanart.si.edu/id/person-institution/7423","Dennis Pioche","1965","Blanco Canyon",,
"http://collection.americanart.si.edu/id/person-institution/7311","Toots Zynsky","1951","Boston",,
"http://collection.americanart.si.edu/id/person-institution/7311"," Mary Ann ""Toots"" Zynsky","1951","Boston",,
"http://collection.americanart.si.edu/id/person-institution/7265","Eric Hilton","1937","Bournemouth",,
"http://collection.americanart.si.edu/id/person-institution/5660","Robert Julius Brawley","1937","Brainerd",,
"http://collection.americanart.si.edu/id/person-institution/5660"," Robert J. Brawley","1937","Brainerd",,
"http://collection.americanart.si.edu/id/person-institution/1073","Kathleen McEnery Cunningham","1885","Brooklyn",,
"http://collection.americanart.si.edu/id/person-institution/1073"," Kathleen McEnery","1885","Brooklyn",,
"http://collection.americanart.si.edu/id/person-institution/1073"," Kathleen Cunningham","1885","Brooklyn",,
"http://collection.americanart.si.edu/id/person-institution/1073"," Kathleen McE. Cunningham","1885","Brooklyn",,
"http://collection.americanart.si.edu/id/person-institution/1073","Mrs. Francis E. Cunningham","1885","Brooklyn",,
"http://collection.americanart.si.edu/id/person-institution/1989","Lena Gurr","1897","Brooklyn",,
"http://collection.americanart.si.edu/id/person-institution/1989","Mrs. Joseph Biel","1897","Brooklyn",,
"http://collection.americanart.si.edu/id/person-institution/1989","Mrs. L. G. Biel","1897","Brooklyn",,
"http://collection.americanart.si.edu/id/person-institution/5408","Frederick Ballard Williams","1871","Brooklyn",,
"http://collection.americanart.si.edu/id/person-institution/5408"," F. B. Williams","1871","Brooklyn",,
"http://collection.americanart.si.edu/id/person-institution/5408"," F. Ballard Williams","1871","Brooklyn",,
"http://collection.americanart.si.edu/id/person-institution/7163","Ann Morhauser","1957","Camden",,
"http://collection.americanart.si.edu/id/person-institution/7163"," Annieglass","1957","Camden",,
"http://collection.americanart.si.edu/id/person-institution/7260","Myra Mimlitsch Gray","1962","Camden",,
"http://collection.americanart.si.edu/id/person-institution/1497","Clara Fasano","1900","Castellaneta",,
"http://collection.americanart.si.edu/id/person-institution/1497"," Clara de Marco","1900","Castellaneta",,
"http://collection.americanart.si.edu/id/person-institution/1031","Barbara Crane","1928","Chicago",,
"http://collection.americanart.si.edu/id/person-institution/1031"," Barbara Bachmann","1928","Chicago",,
"http://collection.americanart.si.edu/id/person-institution/1031"," Barbara Bachmann Crane","1928","Chicago",,
"http://collection.americanart.si.edu/id/person-institution/1097","Charles W. Dahlgreen","1864","Chicago",,
"http://collection.americanart.si.edu/id/person-institution/1097"," Charles William Dahlgreen","1864","Chicago",,
"http://collection.americanart.si.edu/id/person-institution/1097"," Charles Dahlgreen","1864","Chicago",,
"http://collection.americanart.si.edu/id/person-institution/4537","Yngve Edward Soderberg","1896","Chicago",,
"http://collection.americanart.si.edu/id/person-institution/4537"," Y. E. Soderberg","1896","Chicago",,
"http://collection.americanart.si.edu/id/person-institution/4537"," Y. Edward Soderberg","1896","Chicago",,
"http://collection.americanart.si.edu/id/person-institution/4537"," Yngve E. Soderberg","1896","Chicago",,
"http://collection.americanart.si.edu/id/person-institution/7159","Mark Peiser","1938","Chicago",,
"http://collection.americanart.si.edu/id/person-institution/7159"," Mark Curtis Peiser","1938","Chicago",,
"http://collection.americanart.si.edu/id/person-institution/7159"," Mark C. Peiser","1938","Chicago",,
"http://collection.americanart.si.edu/id/person-institution/7160","Jon Kuhn","1949","Chicago",,
"http://collection.americanart.si.edu/id/person-institution/7246","Barbara Walter","1952","Clarendon Hills",,
"http://collection.americanart.si.edu/id/person-institution/2817","Sidney Laufman","1891","Cleveland",,
"http://collection.americanart.si.edu/id/person-institution/7438","George Williams","1910","Clinton",,
"http://collection.americanart.si.edu/id/person-institution/7460","Helen Cordero","1915","Cochiti Pueblo",,
